0.10,-1.66,
0.12,-1.65,
0.14,-1.75,
0.17,-2.18,
0.20,-2.72,
0.24,-3.39,
0.29,-4.11,
0.35,-4.74,
0.42,-5.34,
0.50,-5.9,
0.60,-6.49,
0.72,-7.08,
0.86,-7.67,
1.00,-8.17,
1.20,-8.79,
1.50,-9.56,
1.80,-10.20,
2.10,-10.75,
2.50,-11.38,
3.00,-12.05,
