1.00000000e+20 1.06830010e+02
1.25892500e+04 1.06830010e+02
1.18850400e+04 1.06829962e+02
1.12201900e+04 1.06829909e+02
1.05925600e+04 1.06829849e+02
1.00000000e+04 1.06829783e+02
9.44060600e+03 1.06829710e+02
8.91253000e+03 1.06829629e+02
8.41395000e+03 1.06829539e+02
7.94328400e+03 1.06829439e+02
7.49894200e+03 1.06829327e+02
7.07945700e+03 1.06829203e+02
6.68345500e+03 1.06829065e+02
6.30958600e+03 1.06828911e+02
5.95663600e+03 1.06828739e+02
5.62342600e+03 1.06828548e+02
5.30884300e+03 1.06828335e+02
5.01187300e+03 1.06828098e+02
4.73151200e+03 1.06827833e+02
4.46683700e+03 1.06827538e+02
4.21696500e+03 1.06827208e+02
3.98107100e+03 1.06826840e+02
3.75837500e+03 1.06826430e+02
3.54814100e+03 1.06825971e+02
3.34966300e+03 1.06825458e+02
3.16228500e+03 1.06824886e+02
2.98538200e+03 1.06824246e+02
2.81839600e+03 1.06823531e+02
2.66072500e+03 1.06822732e+02
2.51188700e+03 1.06821838e+02
2.37137400e+03 1.06820839e+02
2.23872100e+03 1.06819721e+02
2.11348900e+03 1.06818471e+02
1.99526200e+03 1.06817073e+02
1.88365000e+03 1.06815509e+02
1.77827900e+03 1.06813759e+02
1.67880800e+03 1.06811801e+02
1.58489300e+03 1.06809610e+02
1.49623500e+03 1.06807158e+02
1.41253800e+03 1.06804413e+02
1.33352100e+03 1.06801342e+02
1.25892900e+03 1.06797904e+02
1.18850200e+03 1.06794056e+02
1.12201800e+03 1.06789749e+02
1.05925400e+03 1.06784927e+02
1.00000000e+03 1.06779530e+02
9.44060700e+02 1.06773489e+02
8.91253000e+02 1.06766728e+02
8.41396900e+02 1.06759157e+02
7.94328400e+02 1.06750689e+02
7.49894200e+02 1.06741210e+02
7.07945600e+02 1.06730601e+02
6.68344000e+02 1.06718731e+02
6.30957300e+02 1.06705449e+02
5.95662300e+02 1.06690591e+02
5.62341300e+02 1.06673970e+02
5.30884300e+02 1.06655382e+02
5.01187300e+02 1.06634597e+02
4.73152300e+02 1.06611361e+02
4.46684700e+02 1.06585390e+02
4.21696500e+02 1.06556368e+02
3.98107100e+02 1.06523949e+02
3.75839100e+02 1.06487750e+02
3.54813400e+02 1.06447335e+02
3.34965500e+02 1.06402241e+02
3.16227800e+02 1.06351946e+02
2.98538200e+02 1.06295878e+02
2.81838300e+02 1.06233410e+02
2.66072500e+02 1.06163856e+02
2.51188700e+02 1.06086465e+02
2.37137400e+02 1.06000421e+02
2.23872700e+02 1.05904841e+02
2.11348900e+02 1.05798754e+02
1.99526200e+02 1.05681145e+02
1.88365800e+02 1.05550921e+02
1.77827900e+02 1.05406873e+02
1.67880400e+02 1.05247801e+02
1.58489300e+02 1.05072392e+02
1.49623600e+02 1.04879305e+02
1.41253800e+02 1.04667156e+02
1.33352100e+02 1.04434550e+02
1.25892500e+02 1.04180086e+02
1.18850500e+02 1.03902404e+02
1.12202100e+02 1.03600206e+02
1.05925400e+02 1.03272260e+02
1.00000000e+02 1.02917569e+02
9.44060900e+01 1.02535267e+02
8.91251100e+01 1.02124745e+02
8.41395000e+01 1.01685696e+02
7.94328200e+01 1.01218182e+02
7.49894200e+01 1.00722660e+02
7.07945800e+01 1.00200050e+02
6.68344000e+01 9.96517602e+01
6.30957300e+01 9.90797137e+01
5.95663600e+01 9.84863908e+01
5.62341300e+01 9.78746725e+01
5.30884500e+01 9.72480788e+01
5.01187300e+01 9.66104418e+01
4.73151200e+01 9.59659628e+01
4.46683600e+01 9.53190936e+01
4.21696500e+01 9.46743961e+01
3.98107200e+01 9.40364372e+01
3.75837400e+01 9.34096412e+01
3.54813300e+01 9.27981719e+01
3.34965400e+01 9.22058192e+01
3.16227800e+01 9.16358924e+01
2.98538900e+01 9.10911812e+01
2.81838300e+01 9.05738316e+01
2.66072500e+01 9.00855276e+01
2.51188600e+01 8.96273299e+01
2.37137400e+01 8.91998301e+01
2.23872100e+01 8.88031861e+01
2.11348900e+01 8.84372199e+01
1.99526200e+01 8.81014685e+01
1.88364900e+01 8.77952552e+01
1.77827900e+01 8.75177168e+01
1.67880400e+01 8.72678317e+01
1.58489300e+01 8.70444030e+01
1.49623500e+01 8.68460530e+01
1.41254100e+01 8.66712066e+01
1.33352100e+01 8.65180326e+01
1.25892500e+01 8.63845181e+01
1.18850200e+01 8.62684088e+01
1.12201800e+01 8.61672962e+01
1.05925400e+01 8.60786398e+01
1.00000000e+01 8.59998749e+01
8.91250900e+00 8.58619526e+01
7.94328700e+00 8.57347576e+01
7.07946400e+00 8.56025813e+01
6.30957600e+00 8.54530788e+01
5.62341300e+00 8.52765171e+01
5.01187200e+00 8.50645505e+01
4.46683900e+00 8.48091016e+01
3.98107200e+00 8.45016418e+01
3.54813600e+00 8.41329574e+01
3.16227800e+00 8.36932168e+01
2.81838300e+00 8.31724287e+01
2.51188800e+00 8.25611239e+01
2.37137700e+00 8.22189493e+01
2.23872200e+00 8.18513250e+01
2.11348900e+00 8.14576986e+01
1.99526300e+00 8.10377547e+01
1.88365000e+00 8.05914502e+01
1.77827900e+00 8.01190537e+01
1.67880600e+00 7.96211946e+01
1.58489300e+00 7.90987673e+01
1.49623600e+00 7.85530623e+01
1.41253800e+00 7.79855887e+01
1.33352100e+00 7.73980723e+01
1.25892700e+00 7.67923830e+01
1.18850200e+00 7.61702878e+01
1.12201900e+00 7.55334843e+01
1.05925400e+00 7.48832400e+01
1.00000000e+00 7.42203402e+01
9.44061700e-01 7.35448925e+01
8.91251000e-01 7.28561610e+01
8.41395500e-01 7.21526354e+01
7.94328400e-01 7.14319783e+01
7.49894200e-01 7.06912814e+01
7.07945900e-01 6.99273262e+01
6.68344400e-01 6.91369457e+01
6.30957700e-01 6.83173431e+01
5.95662300e-01 6.74663450e+01
5.62341300e-01 6.65824584e+01
5.30884600e-01 6.56648850e+01
5.01187200e-01 6.47127848e+01
4.73151700e-01 6.37252011e+01
4.46683700e-01 6.27001411e+01
4.21696500e-01 6.16346806e+01
3.98107300e-01 6.05242815e+01
3.75837400e-01 5.93625051e+01
3.54813500e-01 5.81415097e+01
3.34965700e-01 5.68521163e+01
3.16227900e-01 5.04924579e+01
2.98538300e-01 4.95273798e+01
2.81838300e-01 4.81930814e+01
2.66072500e-01 4.66264016e+01
2.51188700e-01 4.49327661e+01
2.37137600e-01 4.31922889e+01
2.23872200e-01 4.14647244e+01
2.11348900e-01 3.96200661e+01
1.99526200e-01 3.75475718e+01
1.88364900e-01 3.53128641e+01
1.77827900e-01 3.29694449e+01
1.67880600e-01 3.01080012e+01
1.58489300e-01 2.70367493e+01
1.49623600e-01 2.46228324e+01
1.41253800e-01 2.27511011e+01
1.33352100e-01 2.11393070e+01
1.25892500e-01 1.98291387e+01
1.18850200e-01 1.88421969e+01
1.12201800e-01 1.81284756e+01
1.05925300e-01 1.75812575e+01
1.00000000e-01 1.72088748e+01
9.44060900e-02 1.70062971e+01
8.91251000e-02 1.66735592e+01
8.41395000e-02 1.63763054e+01
7.94328200e-02 1.61101789e+01
7.49894200e-02 1.58705497e+01
7.07945800e-02 1.56488012e+01
6.68344000e-02 1.54368847e+01
6.30957300e-02 1.52290802e+01
5.95662100e-02 1.50223446e+01
5.62341300e-02 1.48151768e+01
5.30884500e-02 1.46066438e+01
5.01187300e-02 1.43962514e+01
4.73151200e-02 1.41838614e+01
4.46683600e-02 1.39696343e+01
4.21696500e-02 1.37539768e+01
3.98107200e-02 1.35375164e+01
3.54813300e-02 1.31056099e+01
3.16227700e-02 1.26822314e+01
2.81838300e-02 1.22773290e+01
2.51188600e-02 1.19012493e+01
2.23872100e-02 1.15684505e+01
1.99526200e-02 1.13006997e+01
1.77827900e-02 1.11082835e+01
1.58489300e-02 1.09877790e+01
1.41253800e-02 1.09161823e+01
1.25892500e-02 1.08735316e+01
1.12201800e-02 1.08495655e+01
1.00000000e-02 1.08373747e+01
8.91251000e-03 1.08298993e+01
7.94328400e-03 1.08283955e+01
7.07945600e-03 1.08288751e+01
6.30957300e-03 1.08291557e+01
5.62341300e-03 1.08282675e+01
5.01187300e-03 1.08259334e+01
4.46683700e-03 1.08224563e+01
3.98107100e-03 1.08183169e+01
3.54813300e-03 1.08136464e+01
3.16227800e-03 1.08089719e+01
2.81838300e-03 1.08046609e+01
2.51188700e-03 1.07997330e+01
2.23872100e-03 1.07932871e+01
1.99526200e-03 1.07838431e+01
1.77827900e-03 1.07702409e+01
1.58489300e-03 1.07523527e+01
1.41253800e-03 1.07301890e+01
1.25892500e-03 1.07040308e+01
1.12201800e-03 1.06740759e+01
1.00000000e-03 1.06365951e+01
8.91251000e-04 1.05884032e+01
7.94328400e-04 1.05268715e+01
7.07945600e-04 1.04495938e+01
6.30957200e-04 1.03540413e+01
5.62341300e-04 1.02369251e+01
5.01187300e-04 1.00914024e+01
4.46683700e-04 9.91217046e+00
3.98107100e-04 9.69404747e+00
3.54813400e-04 9.43379790e+00
3.16227800e-04 9.11983730e+00
2.81838300e-04 8.74617680e+00
2.51188700e-04 8.31058412e+00
2.23872100e-04 7.81518712e+00
1.99526200e-04 7.26617512e+00
1.77827900e-04 6.68405254e+00
1.58489300e-04 6.11588404e+00
1.41253800e-04 5.59393820e+00
1.25892500e-04 5.14241554e+00
1.12201800e-04 4.77664835e+00
1.00000000e-04 4.49612150e+00
8.91250500e-05 4.29041285e+00
7.94328400e-05 4.14742165e+00
7.07945700e-05 4.05392164e+00
6.30957700e-05 3.99719311e+00
5.62341300e-05 3.96568249e+00
5.01187000e-05 3.94970868e+00
4.46683700e-05 3.94192989e+00
3.98107100e-05 3.94001936e+00
3.54813500e-05 3.93902690e+00
3.16227800e-05 3.93879605e+00
2.81838200e-05 3.93873027e+00
2.51188700e-05 3.93871882e+00
2.23872100e-05 3.93871700e+00
1.99526300e-05 3.93871688e+00
0.00000000e+00 3.93871760e+00
